리뷰,예측,확률
이용시간이 덜 끝났는데도 객실 전기가 나갔습니다 잠깐 꺼진 줄 알고 조명 버튼을 여러번 눌렀는데도 켜지지 않았네요 퇴실 분 전이었는데도 불이 꺼지다뇨 입실도 입실 시간 분 넘어서 들어온 거였습니다 제가 저녁에 대실했습니다 입실 할 때 사장님께서 왜 대실을 했냐는 듯한 혼잣말을 하시던데 기분이 나빴습니다 여자 사장님이신 것 같은데 좀 더 친절하게 부탁드립니다,긍정,0.7742
두번째 이용입니다 세탁기를 사용하는 이용객이 드물긴 하겠지만 세탁서비를 물어보니 객실마다 세탁기가 있다고 해서 세탁기를 쓰려고 세제통을 여는순간 기겁을했습니다곰팡이천국 머리카락도 많구요 밤늦은시간 시반이후 어디선가 너무시끄럽게뛰어다니고 소리지르고문여닫고 노는 아이들소리가 시간이상 나서 힘들었네요,긍정,0.8419
습해서그런지 지하주차장 역한 냄새 때문에 헛구역질 나고 숨 을못쉬겠네요 그리고 방이 너무습해요 바닥도 이불도 빨래하고 덜마른 이불덮는거 같아요 저번에왔을때는 비가많이 왔어서 그러려니했는데 어제도 마찬가지네요 바닥청소가 아예안되있나봐요 바닥이 습기때문에 끈적이는데 발바닥이 시커매지고 작은 돌맹이 먼지 부스러기가 붙네요 슬리퍼라도 신을랫더니 누가뭘흘렸는지 슬리퍼 바닥이 끈적여요 화장실도 군데군데 다 곰팡이에 물때가 시컴해요 청소랑 객실 점검하셔야할듯해요 테라 객실청소도 화장실도 침구류도 청소잘되어있다고 생각하고 꽤 많이 왔는데 이렇게 청소안되고 불만족 스러운거 두번째예요 처음한번은 그럴수있다고 생각되는데 어제보니 실수가 아닌거같아서 글 남깁니다 건물습한것도 어쩔수없다 치지만 청소는 신경써주셨으면 하네요,부정,0.0396
자주이용합니다,긍정,0.9358
월 성수기 연휴에 급하게 예약하고 이용한거라 가격을 많이 비싸게 이용했네요 추가 인원 비용까지 해서 명이서 만원대면 좀 많이 비싸게 느껴지네요 모텔 리모델링한 호텔 느낌이고 밖을 볼수 있는 창이 없어서 답답했어요 침구는 깨끗하고 포근해서 잘잤어요,긍정,0.8756
충전기가 없어서 아쉬웠네요,긍정,0.9308
왜 이렇게 좋은 평점인지 이해가 안되네요 그냥 가격이 저렴해서인가요 들어가자마자 담배냄새 장난아니고 안에 비품도 년은 넘어보이고 베개에는 파운데이션 자국이 그냥 다른 숙소 잡을까 고민하다 걍 자긴했는데 가져간 향초 아니었으면 못버텼을거에요,긍정,0.8706
매우 좋습니다 가끔 이용하는데 좋아요 시설도 사장님 친절하신것도 완전 좋습니다,긍정,0.9232
시설 청결 서비스 주차시설 가격 딸기초코파이 완벽,긍정,0.9234
시간 대실 했는데 넷플릭스 작동 안되어서 시간동안 못보고 시간만 아깝게 보냈고 층 로비에 전화를 계속 했는데도 안 받으시더라구요 마지막에 나올 때 말씀 드렸는데 그냥 확인 해보시겠다고 하시고 끝나서 만족도가 너무 아쉬웠어요,긍정,0.8805
싼게 비지떡입니다 이불에 먼지가 많았구요 드라이기가 찌들어서 돌아가지도않고 에어컨 먼지가 가득하구요 샷시는 창이 하나밖에없어서 단열도안되고 유리도 싸구려인지 비누에 정체모를털도 있고 면봉도 없습니다 바닥도 장판인데 찐득찐득 하구요 냉장고 돌아가는소리가 차 지나가는소리네요 배개 뒤에는 김치국물 묻은자국 그대로구요 집안에 당연히 먼지가 많아서 코를 계속 훌쩍이네요 여기가면 죄인됩니다 최악이네요,부정,0.0562
프론트 알바생들 응대 서비스 최악 너무 불쾌했음업무 시간중 스피커 통화 카톡 등 아침에 뜨거운 물이 잘 나오지 않음 다른 소님들도 똑같은 불평함,긍정,0.8883
전주에 일이있어서 자주 오는데요 고대기도 대여해주시고 렌즈케이스 리뉴까지도 대여가 가능하구요 일화용품으로 청결까지 새심함과 정이 느껴지는 곳인거같아요 푹쉬다갑니다,긍정,0.9046
여기 한두번 온게 아닌데 대체적으로 방음이 잘안됩니다 새벽 내내 위층에서 뭐하는지 쿵쿵 발로 망치처럼 찍으면서 걷고 술먹는소리가 화장실로 들릴정도입니다 자다 세네번 깨서 제대로 못자고 나왔네요 평일 출장시에 이용했는데 그동안 어느정도는 감수했으나 이번에는 정말 잠을 제대로 잘수가 있어야죠 아쉽지만 재방문 이제 없습니다 새벽남자직원분 불친절도 한몫한듯,긍정,0.582
좋앗어용 방도 깔끔하고 사장님도 착하시구,긍정,0.9288
너무좋아욯,긍정,0.9333
솔직히 근처에 평일 이 정도 가격 받는 곳 흔치는 않습니다 그래서 저도 자주 이용하고 다른 사람들도 마찬가지인거 같네요 근데 자주 이용하니 보이는 개선점이 눈에 들어오네요 뭐 서비스적인 부분은 제쳐두더라도 제가 쓴 객실 한정해 말씀드립니다만 욕실에 배수가 안되는 점을 또 지적 할 수 밖에 없네요 가장 기본적인 관리라 생각하는데 왜 개선이 안되는것인지,긍정,0.8345
새로 오픈해서 와봤는데 방은 좁고 처음 들어갔을 때 너무 추워서 라디에이터 있길래 전기장판이랑 다 틀고 있었습니다 배달음식 시켜서 먹기에는 탁자가 있긴한데 너무 좁아서 불편합니다 넷플릭스도 개인개정으로 들어가야해서 넷플릭스는 계정없으면 못보실거같아요 여기는 키오스크로 운영되기 때문에 따로 퇴실전화가 없다고 하네요 초과금액은 시간당 만원이네요 아 맞다 화장실은 리모델링해서 정말 깔끔합니다,긍정,0.6821
담배냄새 때문에 정말 힘들었습니다 키 받을 때부터 담배냄새 없는방 부탁헸는데 방 들어가자 마자 담배냄새 심했고 바로 연락해서 방 바꿔달라고 했더니 손님이 방에서 담배 피우는 건 어짤수 없다 자기들이 막을수가 없고 남는 방이 없어서 바꿔줄수 없다고만 하내요 이전 손님이 담배핀걸 왜 제가 감수해야할까요 공기청정기 같은 것도 없고 있기 힘들어서 얼마 못있고 나왔네요 다시는 여기 이용 안 할겁니다,부정,0.068
매번 가는 숙소지만 프론트에 계시는 사장님은 항상 친절하시구요 방 상태도 깨끗하고 아주좋아요 주차장도 편하고 넓어서 맘에듭니다,긍정,0.919
냉장고가 안되서 곤란했고 서랍장에 먼지가 많아서 물건을 넣었다가 먼지가 많이 묻어나와서 놀랐어요 화장실에는 누가 쓴 칫솔이 있었고요 이불이 많이 누랬어요 입지가 좋아서 이용은 많이 하겠는데 청소만 신경써주면 좋겠습니다,긍정,0.8748
갓성비 쉼터 후기 저녁 먹고 나른해서 죽을 것 같을 때 발견한 오아시스 같은 곳이에요 사실 큰 기대 없이 그냥 시간이나 때우려고 들어왔는데 와 여기 진짜 물건이네요 내부 분위기가 일단 너무 좋았어요 은은한 조명에 조용하고 아늑해서 앉자마자 스르륵 잠이 오더라고요 의자도 어찌나 편안한지 정말 잠깐 눈 붙이기에 딱이었어요 잠시 쉬려고 했는데 너무 편해서 저도 모르게 꿀잠 잤지 뭐예요 무엇보다 가성비가 미쳤습니다 이 정도 시설에 이렇게 저렴한 가격이라니 솔직히 깜짝 놀랐어요 요즘 물가 생각하면 이런 곳 찾기 정말 힘든데 완전 혜자스러운 가격에 제대로 힐링하고 왔습니다 점심시간에 피로 풀고 싶거나 약속 시간 전에 잠깐 쉴 곳 찾는 분들에게 강력 추천해요 재방문 의사 입니다 다음에도 피곤하면 무조건 여기로 달려올 거예요 직장인들의 점심시간 꿀잠 스팟으로 임명합니다 정말 만족스러웠어요,긍정,0.9017
랜덤뽑기 했는데 깔끔하고 좋았어요,긍정,0.9345
잘 놀다왓어 깨끗하고좋네요 만족해요,긍정,0.9322
커텐을 창문 반대로 다는게 옆에 옷 거는 곳은 커텐으로 막혀있고 창문은 훤히 다 보이고,긍정,0.9087
깔끔 하게잘썼습니다 수압이 좀더 쎘으면좋겠습니다,긍정,0.9244
제가 자주 이용하는곳입니다 티비도 크고 객실도 나름 괜찮습니다 각 객실마다 스타일러있지만 고장난곳 많습니다 수리 안하시는듯 혼자오면 욕조 고장난곳 줍니다 안써서 상관없지만 기분은별로 꼭 혼자왔다고하면 그런방을 주시던데 그리고 가장 문제는 수압입니다 층까지는 괜찮은거같은데 층 특히 층은 와 수압 역대급입니다 약수터에서 약수물 나오는거 어떻게 나오는지 아시죠 딱 그렇게 나옵니다 제가 층도 다이용해봤는데 거긴 잘나옵니다 이 문제는 사장님도 아실텐데 해결하실 마음이 없으신듯합니다 고장나면 고치시고 문제 있는방은 손님 안받으시는게 맞지싶네요,긍정,0.624
사장님은 친절 하셔서 기분 좋게 들어갔어요 여기 리뷰가 좋아서 기대했었는데 방금 대실 하고 나간 방인지 욕실엔 물로 청소하여 다 물이 묻어 있었고 슬리퍼 옆엔 남자 머리카락이 있어서 좀 그랬습니다 그리고 요즘 모텔에도 담배 재털이가 다 있나요 신축 모텔은 없던데 떡하니 담배재털이랑 성냥이 있어서 놀랬습니다 비흡연자인데 옷에 담배냄새도 좀 남아있어서 그랬어요,긍정,0.8442
화장실은 정말 깨끗했어요 근데 방음이 진짜진짜 안 돼요,긍정,0.9245
인테리어해서 괜찮은거같은데 숙박시간 전화로 물어보길래 의아햇는데 그시간에 맞춰 대실 손님을 받는건지 잘 모르겟는데 바로들어가서 그런지 청결상태와 냄새는 솔직히 좀 실망이었어요 다른건 다 괜찮았습니다,긍정,0.8813
하수구 냄새 심하게 올라오고 연장한다니까 청소하시는분하고 커뮤니케이션이 안돼서 계속 문 열라고하고 정말 불편했네요진짜,긍정,0.9004
가성비 가심비 최고에요 진짜 사실 급하게 잡은거라 별 기대 없이 갔는데 티비 크고 좋고 화장실 넓고 해바라기 샤워기에 욕조까지 침대도 좋아요 전기장판 기가 막히네요 어느순간 스르르 잠들어 버렸음 컴퓨터도 한대 있는데 엄청 느려요 뭐 없어도 상관 없었지만 굳이 아쉬운 점을 꼽자면 컴퓨터가 너무 느린게 아쉽네요 진짜 너무 좋은 하루 였어요,긍정,0.8798
깔끔하고 사장님 친절하시고 정말 좋네요,긍정,0.9332
시트위에 과자가루같은 이물질이 있었음 바닥에 옷을 내려놨는데 하얀 가루가 묻음 담배냄새가 끊이질않아 기관지가 아팠음 전체적으로 구림,긍정,0.8962
방에서 조금 퀘퀘한 냄새가 나더라구오 시간이 지나니까 빠진건지 아님 익숙해져버린건지 욕실에 물기가 제거가 안되어있어서 미쓰러질뻔한거 빼곤 괜찮았어요 물기랑 냄새만 조금만 더 신경써주시면 좋을듯해요,긍정,0.8853
완전 깔끔하고 좋아요,긍정,0.938
아따조으니까요,긍정,0.9329
깨끗하고 시설이 좋네요,긍정,0.936
이번에 묵은 호텔이 생각보다 괜찮았다 객사랑 한옥마을이 가까워서 걸어서 이동하기 편했다 차를 따로 안 가져가도 될 정도로 접근성이 좋아서 여행하기 수월했다 호텔 자체 크기도 있고 층고도 높았다 방 컨디션도 깔끔했고 침대도 푹신해서 편하게 잘 쉬었다 어메니티도 충분해서 따로 챙길 필요 없이 편리하게 이용했다 직원들도 친절해서 전반적으로 기분 좋게 머물렀다 다음에 전주에 가면 다시 이용할 것 같다 사진은 따로 찍지 못해서 숙박 플랫폼에 있는 사진을 사용했습니다,긍정,0.878
직원분은 친절했으나 배정받은 방에 담배냄새가 심하게 나서 방을 바꿨습니다,긍정,0.9072
너무 지저분해요 방안에 신발신고 다니는건지 묵은 바닥먼지와 이불 베게 수건 오래된 이상한냄새 냉장고 자체내에 물이 질질 새어나와 고여있고 전주에 갈일이 있어도 다시 이용은 하고싶지 않아요,긍정,0.8797
가격이 저렴한 장점이 있으나 아무래도 역사가 깊은 호텔답게 많이 낡았네요 그래도 다 정상 작동하구 티비는 꽤 좋아요 다만 창문에 방충망이 부실한지 입실 전에 창문이 열려있어 그런지 밤새 모기들과 사투를,긍정,0.8753
더블 침대로예약을했는데제가 생각하는 크기가 너무차이가 낮습니다너무 작더라구요 완전히 오피스텔 느낌,긍정,0.9117
좋네요 환기도잘되고,긍정,0.9352
스타일러에 누가 입었던옷 그대로있었고 샤워기 걸수있는게 망가져있고 화장실이 개방형이라 너무 별로였어요,긍정,0.8989
잘쉬다갑니다 깨끗하고 전체적으로 시설이 매우 맘에 드네요,긍정,0.9258
저녁에 예약하고 시간정도 뒤에 입실했는데 이전에 사람이 왔다 간 방인지 화장실에 칫솔 하나가 그대로 있었습니다 바로 청소 하신 거 같은데 조금만 더 신경써서 해주셨으면 좋겠습니다 그거 빼고 넷플릭스도 돼서 영화도 보고 스타일러도 잘 썼습니다,긍정,0.8722
방이 너무 추웠어요 틀엇다고는했지만 아침에도 추웠어서 오들오들 떨리더라구요 전기장판 아니었음 감기걸렸을수두 그래도 잘쉬다갑니다,긍정,0.9133
